<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20041223,000000,63.7500000,64.2500000,63.6000000,64.0100000,4265367
20041227,000000,64.8000000,65.1500000,62.8800000,63.1700000,9271008
20041228,000000,63.3000000,64.2500000,62.0500000,64.1500000,10605261
20041229,000000,63.8000000,64.9800000,63.5700000,64.4300000,7694164
20041230,000000,64.8100000,65.0300000,64.2200000,64.8100000,5842736
20041231,000000,64.8900000,65.0000000,64.0300000,64.4000000,4509690
20050103,000000,64.7800000,65.1100000,62.6000000,63.2900000,11617221
20050104,000000,63.8000000,65.4700000,62.9700000,63.9800000,18491315
20050105,000000,64.3500000,65.2500000,64.0500000,64.5000000,11743575
20050106,000000,64.6850000,64.9100000,63.3300000,64.5800000,12111048
20050107,000000,65.0000000,69.6300000,64.7500000,69.2500000,38761438
20050110,000000,69.9000000,70.7000000,67.8800000,68.9400000,29694520
20050111,000000,68.2600000,69.1500000,64.1400000,64.5200000,45469049
20050112,000000,65.3500000,65.9000000,63.3000000,65.4700000,27552858
20050113,000000,73.6500000,74.4200000,69.7300000,69.8700000,51678697
20050114,000000,70.2000000,71.7200000,69.1900000,70.1300000,26010652
20050118,000000,69.7400000,70.7000000,69.2100000,70.6400000,17212426
20050119,000000,70.4900000,71.4600000,69.7500000,69.8800000,12952535
20050120,000000,69.6500000,71.2700000,69.4700000,70.4400000,15540426
20050121,000000,71.2200000,71.6000000,70.0000000,70.4800000,15343210
20050124,000000,70.9800000,71.7800000,70.5500000,70.8400000,14501078
20050125,000000,71.4100000,72.8400000,70.9400000,72.0500000,16614194
20050126,000000,72.6800000,72.7500000,71.2200000,72.2400000,12570270
20050127,000000,72.1600000,72.9200000,71.5500000,72.5800000,8365401
20050128,000000,72.6200000,73.9700000,72.4400000,73.9000000,13770032
20050131,000000,74.5800000,77.8900000,74.5100000,76.8500000,29143492
20050201,000000,77.0500000,77.7700000,76.5800000,77.5500000,11711614
20050202,000000,77.9500000,79.9100000,77.6900000,79.6400000,17723919
20050203,000000,79.1000000,79.4300000,77.3300000,77.7600000,12650341
20050204,000000,77.8700000,78.9300000,77.5300000,78.9100000,9520704
20050207,000000,78.9300000,79.3500000,77.5000000,78.9400000,8986245
20050208,000000,79.0700000,81.3800000,78.7900000,80.8400000,15207199
20050209,000000,81.0400000,81.9900000,78.1000000,78.7800000,20875837
20050210,000000,78.7200000,79.2800000,76.6600000,78.4500000,18715927
20050211,000000,79.8600000,81.7600000,78.9400000,81.2700000,20222374
20050214,000000,82.7300000,84.7900000,82.0500000,84.6400000,21940755
20050215,000000,86.6600000,89.0800000,86.0000000,88.3800000,39227633
20050216,000000,88.1500000,90.2000000,87.3500000,90.1300000,27669724
20050217,000000,90.6500000,90.8800000,87.4500000,87.8100000,26030885
20050218,000000,87.7400000,87.8300000,86.2500000,86.7600000,17900564
20050222,000000,86.3000000,88.3000000,85.3500000,85.3500000,20664352
20050223,000000,86.7200000,88.4500000,85.5500000,88.2300000,23384309
20050224,000000,88.4800000,89.3100000,87.7300000,88.9000000,26401352
20050225,000000,89.6200000,89.9100000,88.1900000,88.9600000,15637936
20050228,000000,44.6800000,45.1400000,43.9600000,44.7400000,21668721
20050301,000000,44.9900000,45.1100000,44.1600000,44.4500000,15471682
20050302,000000,44.2500000,44.8900000,44.0800000,44.1000000,14490882
20050303,000000,44.3700000,44.4100000,41.2200000,41.8000000,48525410
20050304,000000,42.7600000,43.0100000,41.8500000,42.8500000,25451520
20050307,000000,42.8000000,43.2500000,42.3500000,42.6400000,15455227
20050308,000000,41.9000000,42.1600000,40.1000000,40.5400000,34605872
20050309,000000,39.6400000,40.0300000,38.8300000,39.3700000,45014952
20050310,000000,39.5300000,40.2600000,39.1000000,39.8800000,26550119
20050311,000000,40.2100000,40.5900000,39.8000000,40.2600000,21322194
20050314,000000,40.5200000,40.7900000,39.5200000,40.3100000,19908096
20050315,000000,40.6400000,41.1400000,40.2500000,40.9800000,17325369
20050316,000000,41.2100000,42.3100000,40.7800000,41.1600000,22399956
20050317,000000,41.5300000,42.8800000,41.3200000,42.2600000,26973297
20050318,000000,43.3300000,43.4400000,42.5000000,42.9300000,26973140
20050321,000000,43.2900000,43.9700000,42.8600000,43.7500000,18274286
20050322,000000,43.7100000,43.9600000,42.6800000,42.7900000,18943808
20050323,000000,42.4500000,43.4000000,42.0200000,42.5300000,20538130
20050324,000000,42.9100000,43.0000000,42.5000000,42.5500000,11835989
20050328,000000,42.7500000,42.9600000,42.4700000,42.5500000,9184511
20050329,000000,42.5600000,42.8300000,41.5000000,41.7300000,15776089
20050330,000000,42.0700000,42.7800000,41.8210000,42.7100000,13456801
20050331,000000,42.4500000,42.5200000,41.5900000,41.7400000,19864825
20050401,000000,42.0900000,42.1800000,40.5700000,40.9200000,21852615
20050404,000000,40.9900000,41.3000000,40.1600000,41.0900000,19320675
20050405,000000,41.2200000,42.2400000,41.0900000,41.8500000,19243423
20050406,000000,42.4000000,42.8100000,42.1500000,42.3100000,14222691
20050407,000000,42.3300000,43.5300000,42.2500000,43.5100000,16792856
20050408,000000,43.7000000,44.4500000,43.5400000,43.7500000,22369156
20050411,000000,44.1500000,44.2500000,41.9100000,41.9300000,27485683
20050412,000000,42.4900000,43.1900000,42.0100000,42.6600000,33612993
20050413,000000,42.9500000,42.9900000,40.9300000,41.0500000,40490332
20050414,000000,38.8100000,39.5600000,36.8400000,37.2700000,89530897
20050415,000000,36.6200000,37.2500000,35.2800000,35.3300000,57596321
20050418,000000,35.0000000,36.3000000,34.0000000,35.6200000,45201070
20050419,000000,36.6000000,37.4400000,35.8700000,37.0800000,36897994
20050420,000000,37.6600000,37.7400000,35.4400000,35.5100000,32268283
20050421,000000,36.4000000,37.2100000,35.9000000,37.1900000,25892754
20050422,000000,36.8400000,36.8400000,34.9000000,35.5100000,28859311
20050425,000000,36.4900000,37.0200000,36.1100000,36.9800000,25410664
20050426,000000,36.7800000,37.5100000,36.1200000,36.2100000,27677749
20050427,000000,35.8900000,36.3600000,35.5100000,35.9400000,20742132
20050428,000000,36.2900000,36.3200000,35.2400000,35.5300000,19258150
20050429,000000,36.1500000,36.2300000,35.2200000,36.0400000,21946819
20050502,000000,36.2100000,36.6500000,36.0200000,36.4000000,15954091
20050503,000000,36.4000000,36.7400000,36.0300000,36.2400000,16699254
20050504,000000,36.1100000,37.2000000,36.1000000,37.0700000,15123752
20050505,000000,37.2500000,37.2700000,36.4700000,36.7000000,13462189
20050506,000000,36.8900000,37.2500000,36.7900000,37.2000000,11073361
20050509,000000,37.2800000,37.4500000,36.7500000,36.9500000,12026309
20050510,000000,36.7500000,37.2500000,36.3300000,36.3900000,15041926
20050511,000000,35.2000000,35.6700000,33.1100000,35.5800000,69798982
20050512,000000,35.4200000,35.5900000,34.0000000,34.1800000,32787092
20050513,000000,34.2000000,35.2300000,34.0700000,34.7700000,24132536
20050516,000000,34.5600000,35.7000000,34.5300000,35.5500000,16347494
20050517,000000,35.1400000,35.4600000,34.5400000,35.3600000,20147361
20050518,000000,35.4500000,36.1400000,34.9900000,35.8000000,21786290
20050519,000000,35.7800000,37.6800000,35.7800000,37.5500000,26719998
20050520,000000,37.2500000,37.6500000,37.1900000,37.5600000,15603294
20050523,000000,37.8500000,39.9000000,37.8500000,39.7000000,36293987
20050524,000000,39.4500000,39.9500000,39.0300000,39.7200000,20405014
20050525,000000,39.5000000,39.9500000,39.3200000,39.7800000,13390982
20050526,000000,39.9400000,40.9400000,39.9400000,40.7500000,17687285
20050527,000000,40.6400000,40.7900000,40.0100000,40.5000000,10862543
20050531,000000,40.6600000,40.7400000,39.7400000,39.7400000,12912314
20050601,000000,39.8900000,40.7600000,39.8600000,40.3000000,14880557
20050602,000000,40.0500000,40.3200000,39.6000000,40.0300000,12339216
20050603,000000,38.1600000,38.5800000,37.7700000,38.2300000,30128529
20050606,000000,38.3300000,38.6300000,37.5600000,37.9000000,27574484
20050607,000000,37.6000000,37.7300000,36.4500000,36.5400000,25669189
20050608,000000,36.6300000,37.2500000,36.6000000,36.9400000,13778722
20050609,000000,37.0000000,37.9400000,36.8188000,37.6600000,13524134
20050610,000000,37.4000000,37.4000000,35.5200000,35.8000000,22981387
20050613,000000,35.8900000,36.6100000,35.8500000,35.8800000,14601411
20050614,000000,35.9200000,36.1500000,35.7500000,35.9900000,11935903
20050615,000000,36.8700000,37.3000000,36.3000000,37.0600000,18793488
20050616,000000,37.1900000,38.0800000,36.8200000,37.9800000,18611833
20050617,000000,38.4700000,38.5400000,37.8300000,38.2400000,18459903
20050620,000000,37.8500000,38.0900000,37.4500000,37.6400000,10886400
20050621,000000,37.7200000,38.1900000,37.3800000,37.8700000,12616423
20050622,000000,38.2600000,38.6000000,38.1400000,38.5600000,14583781
20050623,000000,38.8300000,39.7800000,38.6500000,38.8800000,23378276
20050624,000000,39.0900000,39.1200000,37.6800000,37.8400000,12318281
20050627,000000,36.8400000,38.1000000,36.6800000,37.1100000,20172637
20050628,000000,37.4950000,37.5900000,37.1700000,37.2900000,11658355
20050629,000000,37.2300000,37.2900000,36.1200000,36.3500000,15358405
20050630,000000,36.6100000,37.1600000,36.3100000,36.7700000,13671240
20050701,000000,36.8300000,36.9700000,36.2900000,36.5200000,8125633
20050705,000000,36.5500000,38.1400000,36.5100000,38.0000000,15497589
20050706,000000,37.7100000,38.1600000,37.2000000,37.4300000,13471310
20050707,000000,36.8100000,37.7600000,36.8000000,37.6800000,12882609
20050708,000000,37.8600000,38.2800000,37.4700000,38.2300000,9923721
20050711,000000,38.3700000,38.6500000,37.7800000,38.0900000,12918570
20050712,000000,38.2300000,38.4000000,37.9100000,38.2400000,13307851
20050713,000000,38.2900000,38.5000000,37.9000000,38.4000000,19509065
20050714,000000,40.7600000,42.0100000,40.2300000,40.7600000,67978616
20050715,000000,40.9400000,41.5700000,40.4600000,41.5400000,22971363
20050718,000000,41.4100000,42.1000000,41.4100000,41.4700000,20003690
20050719,000000,41.5200000,43.2300000,41.4900000,43.2300000,22481484
20050720,000000,42.8600000,43.8000000,42.6500000,43.6400000,15718024
20050721,000000,43.6900000,44.0000000,43.0000000,43.3000000,13713458
20050722,000000,43.4400000,44.0000000,43.3900000,43.9900000,10183312
20050725,000000,43.9900000,44.2800000,43.7300000,43.8400000,9993100
20050726,000000,44.0200000,44.1100000,43.3600000,43.5900000,9088066
20050727,000000,43.8300000,44.0700000,42.6700000,43.9800000,9680252
20050728,000000,43.9600000,44.0000000,43.3000000,43.7800000,8535859
20050729,000000,43.5600000,44.3800000,42.2600000,42.6500000,18989074
20050801,000000,42.6000000,43.0800000,42.0800000,42.7100000,10693553
20050802,000000,42.8900000,43.5000000,42.6100000,43.2400000,9704670
20050803,000000,43.1900000,43.3100000,42.7700000,43.1800000,8186529
20050804,000000,42.9800000,43.0000000,42.2900000,42.7100000,9304537
20050805,000000,42.5000000,43.3600000,42.4500000,43.0000000,8112235
20050808,000000,43.0000000,43.2500000,42.6100000,42.6800000,5756310
20050809,000000,42.9300000,43.8900000,42.9100000,43.8200000,12753853
20050810,000000,44.0000000,44.2900000,43.3100000,43.3600000,12219490
20050811,000000,43.2800000,44.1200000,43.2500000,44.0000000,9082177
20050812,000000,43.4000000,46.2200000,43.3600000,46.1100000,30399865
20050815,000000,46.5000000,48.3300000,46.4500000,47.6800000,36661267
20050816,000000,47.3800000,47.5000000,46.2100000,46.2700000,18400049
20050817,000000,46.4000000,47.4400000,46.3700000,47.1600000,17087410
20050818,000000,46.9100000,47.0000000,45.7500000,46.2800000,15208303
20050819,000000,46.2500000,46.7000000,45.7700000,45.8400000,12982555
20050822,000000,46.1500000,46.7500000,45.2600000,45.8600000,13283753
20050823,000000,45.8500000,46.1000000,45.3200000,45.7000000,10131539
20050824,000000,45.6100000,47.1200000,45.5900000,45.7800000,19732363
20050825,000000,46.1200000,46.4900000,45.8100000,46.0300000,9309021
20050826,000000,46.1100000,46.3400000,45.3600000,45.7500000,8907783
20050829,000000,45.3400000,46.0310000,45.2600000,45.8400000,8641805
20050830,000000,45.9900000,46.7900000,45.9200000,46.6000000,17420707
20050831,000000,46.7900000,46.9800000,46.2700000,46.9100000,12916004
20050901,000000,47.0000000,47.1700000,46.0900000,46.2700000,11555203
20050902,000000,46.3100000,46.8000000,46.1200000,46.1800000,7532615
20050906,000000,46.6900000,48.8800000,46.5500000,48.7900000,27437096
20050907,000000,49.0500000,49.4000000,47.9200000,48.6600000,32680336
20050908,000000,49.3500000,50.1200000,49.1400000,49.7600000,23638299
20050909,000000,50.0400000,51.3500000,49.7900000,51.3000000,21251434
20050912,000000,51.1000000,51.6300000,50.5800000,51.4000000,15375888
20050913,000000,51.0200000,51.2900000,50.3200000,50.8300000,16363471
20050914,000000,51.1800000,51.1900000,49.4620000,49.6500000,15953756
20050915,000000,50.0000000,50.1800000,49.3300000,49.8800000,13421418
20050916,000000,50.2300000,51.1500000,49.9500000,51.0900000,17851311
20050919,000000,51.0500000,52.8900000,51.0500000,52.6600000,23833240
20050920,000000,53.0000000,53.8100000,52.9200000,53.2300000,24507674
20050921,000000,52.9600000,53.0500000,51.8600000,52.1000000,14843289
20050922,000000,51.9500000,52.4700000,51.3200000,51.9100000,15286169
20050923,000000,52.1000000,53.5000000,51.8400000,53.2000000,19188506
20050926,000000,54.0300000,54.5600000,53.3200000,53.8300000,18306920
20050927,000000,53.9200000,54.2400000,53.4300000,53.4300000,11798280
20050928,000000,53.0700000,53.1100000,50.5900000,51.0700000,38333132
20050929,000000,51.2300000,52.5900000,50.8100000,52.3300000,21984491
20050930,000000,52.3300000,53.6500000,51.8800000,53.6400000,18015830
20051003,000000,54.1600000,54.5400000,53.6800000,54.4400000,16894728
20051004,000000,54.9500000,55.3500000,53.6400000,53.6900000,18337124
20051005,000000,54.3200000,54.3300000,52.7600000,52.7800000,21030560
20051006,000000,53.2000000,53.4900000,50.8700000,51.6900000,26264852
20051007,000000,51.7400000,51.9300000,50.5500000,51.2800000,22988492
20051010,000000,51.9000000,51.9100000,50.2800000,50.3300000,16906776
20051011,000000,51.2300000,51.8700000,50.4000000,51.5990000,30860861
20051012,000000,48.6500000,50.3000000,47.8700000,49.2600000,88101375
20051013,000000,49.4400000,53.9500000,49.2700000,53.6500000,64001584
20051014,000000,54.0300000,54.3500000,52.7900000,54.0000000,35360108
20051017,000000,53.8900000,54.2300000,52.6800000,53.4400000,21259387
20051018,000000,53.2500000,53.9500000,52.2000000,52.2300000,20810678
20051019,000000,52.0700000,54.9500000,51.2100000,54.8700000,34585057
20051020,000000,54.4700000,56.5000000,54.3500000,56.1500000,46605924
20051021,000000,56.8300000,56.9800000,55.3600000,55.6300000,27260541
20051024,000000,55.2500000,56.7500000,55.0900000,56.6900000,20877337
20051025,000000,56.4000000,56.8500000,55.6900000,56.1000000,15650473
20051026,000000,56.2800000,57.5600000,55.9200000,57.0400000,20849901
20051027,000000,56.9900000,57.0100000,55.4200000,55.4200000,14119103
20051028,000000,56.0200000,56.4300000,54.1700000,54.4100000,26030036
20051031,000000,55.2000000,57.9800000,54.7500000,57.6000000,31627817
20051101,000000,57.2400000,58.1400000,56.8700000,57.5200000,25748682
20051102,000000,57.7200000,60.0000000,57.6000000,59.9600000,29569513
20051103,000000,60.2600000,62.3200000,60.1200000,61.8500000,29769461
20051104,000000,60.3500000,61.2400000,59.6200000,61.1000000,29332001
20051107,000000,60.8500000,61.6700000,60.1400000,60.2400000,21413536
20051108,000000,59.9500000,60.3800000,59.1000000,59.8300000,16307678
20051109,000000,60.0000000,61.2100000,60.0000000,60.1800000,18261083
20051110,000000,60.6400000,61.2000000,59.0100000,61.1300000,22990338
20051111,000000,61.5400000,62.1100000,61.3400000,61.5300000,14523534
20051114,000000,61.5400000,61.9800000,60.9100000,61.4800000,12620757
20051115,000000,61.4600000,63.0800000,61.4600000,62.2900000,18598310
20051116,000000,63.1500000,65.0600000,63.0900000,64.9700000,25898831
20051117,000000,65.5900000,65.8800000,64.2500000,64.5300000,22570330
20051118,000000,65.3500000,65.4300000,64.3700000,64.6700000,17186257
20051121,000000,64.8200000,65.1800000,63.7200000,64.9000000,17209312
20051122,000000,64.8400000,66.7600000,64.5200000,66.7600000,18537444
20051123,000000,66.8800000,67.9800000,66.6900000,67.0800000,16837573
20051125,000000,67.6600000,69.3400000,67.5000000,69.3400000,13702055
20051128,000000,70.7200000,71.0700000,69.0700000,69.6700000,34150907
20051129,000000,69.9900000,70.3000000,67.3500000,68.1200000,30201931
20051130,000000,68.4300000,68.8500000,67.5200000,67.8000000,19333469
20051201,000000,68.9500000,71.7000000,68.8600000,71.7000000,27241747
20051202,000000,72.0900000,72.7400000,70.7000000,72.5900000,30802585
20051205,000000,71.9500000,72.5300000,71.4900000,71.8000000,19223766
20051206,000000,73.9400000,74.8300000,73.3500000,74.0400000,28701520
20051207,000000,74.2300000,74.4600000,73.1200000,73.9500000,23166175
20051208,000000,73.2000000,74.1700000,72.6000000,74.0600000,26759282
20051209,000000,74.2100000,74.5900000,73.3500000,74.3500000,19021236
20051212,000000,74.8700000,75.3500000,74.5600000,74.9200000,17636185
20051213,000000,74.8500000,75.4600000,74.2100000,74.9800000,16534751
20051214,000000,72.5300000,73.3000000,70.2700000,72.0300000,48917986
20051215,000000,72.6800000,72.8601000,71.3500000,72.1300000,18685782
20051216,000000,72.1400000,72.3000000,71.0600000,71.1100000,18424385
20051219,000000,71.1100000,72.5000000,71.0400000,71.3800000,18252837
20051220,000000,71.6250000,72.3800000,71.1200000,72.1100000,16185879
20051221,000000,72.5600000,73.6100000,72.5400000,73.4900000,16326338
20051222,000000,73.9100000,74.4900000,73.6000000,74.0200000,12788518
20051223,000000,74.1700000,74.2600000,73.3000000,73.3600000,8023972
20051227,000000,74.0000000,75.1800000,73.9500000,74.2000000,20386505
20051228,000000,74.4400000,74.7600000,73.3200000,73.5900000,13662713
20051229,000000,73.7800000,73.8200000,71.4200000,71.4400000,16982641
20051230,000000,70.9100000,72.4300000,70.3400000,71.7200000,21299073
20060103,000000,72.3320000,74.7500000,72.2500000,74.7400000,26985922
20060104,000000,75.0700000,75.6900000,74.5000000,74.9300000,20640258
20060105,000000,74.8300000,74.9000000,73.7500000,74.3800000,15080861
20060106,000000,75.2400000,76.7000000,74.5500000,76.3100000,23785156
20060109,000000,76.7300000,77.2000000,75.7400000,76.0300000,22966591
20060110,000000,76.2600000,81.8900000,75.8300000,80.9300000,79186240
20060111,000000,83.8400000,84.8000000,82.5900000,83.9500000,49170451
20060112,000000,84.9600000,86.4000000,83.6200000,84.3700000,43394833
20060113,000000,84.9900000,85.9000000,84.6000000,85.6100000,26438272
20060117,000000,85.7000000,86.3800000,83.8700000,84.7400000,27542976
20060118,000000,83.0800000,84.0500000,81.8500000,82.5200000,30324185
20060119,000000,81.2500000,81.6600000,78.7400000,79.0600000,54828818
20060120,000000,79.2800000,80.0400000,75.8300000,76.0900000,38103778
20060123,000000,76.0900000,79.5600000,75.9999000,77.6400000,36191344
20060124,000000,78.7600000,79.4200000,75.7700000,76.0300000,38888221
20060125,000000,77.3900000,77.5000000,73.2500000,74.2100000,44033429
20060126,000000,74.5300000,75.4300000,71.9300000,72.3300000,40435812
20060127,000000,72.9500000,73.6000000,71.1000000,71.9900000,31697229
20060130,000000,71.2100000,76.6000000,70.8700000,75.2000000,47411249
20060131,000000,75.5000000,76.3400000,73.7500000,75.4100000,30578257
20060201,000000,74.9500000,76.4600000,74.6400000,75.4000000,17410721
20060202,000000,75.1000000,75.3600000,72.0500000,72.0900000,23571419
20060203,000000,72.2600000,72.7900000,71.0400000,71.8500000,22534495
20060206,000000,72.0200000,72.5100000,66.7400000,67.2400000,57182189
20060207,000000,68.2500000,69.4800000,66.6800000,67.5700000,45770832
20060208,000000,68.4900000,69.0800000,66.0000000,68.7800000,32736484
20060209,000000,69.1000000,69.2300000,64.5300000,64.9400000,39882004
20060210,000000,65.1800000,67.6700000,62.9000000,67.3500000,60810257
20060213,000000,66.6300000,66.7500000,64.6400000,64.7300000,29450748
20060214,000000,65.1000000,68.1000000,65.0000000,67.6500000,38049080
20060215,000000,67.2100000,69.6200000,66.7500000,69.2200000,37693683
20060216,000000,69.9200000,70.9500000,69.4800000,70.5500000,32224162
20060217,000000,70.2600000,70.8900000,69.6100000,70.2800000,19175823
20060221,000000,70.5900000,70.8000000,68.6800000,69.0800000,25617571
20060222,000000,69.0300000,71.6700000,68.0000000,71.3100000,33035287
20060223,000000,71.7900000,73.0000000,71.4300000,71.7400000,29233226
20060224,000000,72.1400000,72.8900000,71.2000000,71.4500000,18030708
20060227,000000,71.9900000,72.1200000,70.6500000,70.8500000,26991356
20060228,000000,71.5500000,72.4000000,68.1000000,68.4900000,41672382
20060301,000000,69.0000000,69.4900000,68.0200000,69.1000000,25378590
20060302,000000,68.9850000,69.9900000,68.6700000,69.6000000,20461681
20060303,000000,69.4000000,69.9100000,67.5300000,67.7000000,24655272
20060306,000000,67.7000000,67.7200000,64.9400000,65.5100000,31099759
20060307,000000,65.7600000,66.9000000,65.0800000,66.3100000,29986688
20060308,000000,66.2900000,67.2000000,65.3500000,65.6600000,21955220
20060309,000000,65.9800000,66.4700000,63.8100000,63.9000000,27361987
20060310,000000,64.0500000,64.4900000,62.4500000,63.1900000,35649424
20060313,000000,65.0700000,66.2800000,64.7900000,65.6000000,28679548
20060314,000000,65.7700000,67.3200000,65.5700000,67.2900000,21698635
20060315,000000,67.7100000,68.0400000,65.5200000,66.2400000,30522704
20060316,000000,66.8500000,66.9000000,64.3000000,64.3100000,25748173
20060317,000000,64.7400000,64.9800000,64.1100000,64.6300000,26005193
20060320,000000,65.2200000,65.4600000,63.8700000,64.0000000,20490955
20060321,000000,64.3000000,64.3400000,61.3900000,61.7900000,45658816
20060322,000000,62.1600000,63.2500000,61.2700000,61.6600000,45167479
20060323,000000,61.8200000,61.9000000,59.6100000,60.1500000,48874351
20060324,000000,60.2500000,60.9400000,59.0300000,59.9300000,35890230
20060327,000000,60.3500000,61.3800000,59.4000000,59.5200000,38523116
20060328,000000,59.6500000,60.1400000,58.2500000,58.6800000,46683238
20060329,000000,59.1300000,62.3900000,57.6700000,62.3200000,80690117
20060330,000000,62.8200000,63.3000000,61.5300000,62.7500000,46991215
20060331,000000,63.2500000,63.6100000,62.2400000,62.7800000,27152097
20060403,000000,63.6700000,64.1200000,62.6100000,62.6600000,27870132
20060404,000000,62.0900000,62.2200000,61.0500000,61.1700000,30901374
20060405,000000,64.7000000,67.2000000,64.1500000,67.1800000,71255912
20060406,000000,68.3000000,72.0500000,68.2800000,71.2000000,91481713
20060407,000000,70.9300000,71.2100000,68.4700000,69.7700000,52164793
20060410,000000,70.2900000,70.9300000,68.4500000,68.6500000,31459528
20060411,000000,68.9900000,69.3000000,67.0700000,68.0700000,32082089
20060412,000000,68.0100000,68.1700000,66.3000000,66.7700000,25642230
20060413,000000,66.3400000,67.4400000,65.8100000,66.4700000,24848485
20060417,000000,66.5100000,66.8400000,64.3500000,64.8100000,24619358
20060418,000000,65.0450000,66.4737000,64.7900000,66.2200000,27210078
20060419,000000,66.8200000,67.0000000,65.4700000,65.6400000,25157171
20060420,000000,69.5100000,69.8100000,66.2000000,67.6300000,52281976
20060421,000000,68.1900000,68.6400000,66.4700000,67.0000000,26272777
20060424,000000,66.8500000,66.9200000,65.5000000,65.7500000,22857025
20060425,000000,65.9600000,66.5900000,65.5600000,66.1700000,17460325
20060426,000000,66.6500000,68.2800000,66.4000000,68.0700000,23116194
20060427,000000,67.7300000,69.8600000,67.3500000,69.3500000,26020807
20060428,000000,69.3750000,71.3000000,69.2000000,70.4000000,24550418
20060501,000000,70.7700000,71.5400000,69.1600000,69.6600000,24155931
20060502,000000,70.1500000,71.9800000,70.1100000,71.6200000,24624376
20060503,000000,71.8300000,71.9500000,70.1800000,71.1600000,22207333
20060504,000000,71.2200000,72.8900000,70.4600000,71.1100000,27009375
20060505,000000,71.8200000,72.2500000,71.1500000,71.8900000,18324765
20060508,000000,72.9900000,73.8000000,71.7200000,71.8500000,20143742
20060509,000000,71.8250000,72.5600000,70.6200000,71.1000000,18382849
20060510,000000,71.2900000,71.3300000,69.6100000,70.6000000,15643170
20060511,000000,70.7950000,70.8400000,67.5500000,68.1600000,28119391
20060512,000000,67.8500000,68.6900000,66.8600000,67.8000000,22279084
20060515,000000,67.3700000,68.3800000,67.1200000,67.8200000,17859061
20060516,000000,68.1000000,68.2500000,64.7500000,65.0200000,31257972
20060517,000000,64.7050000,65.7000000,64.0700000,65.2200000,25571737
20060518,000000,65.5500000,66.2600000,63.1200000,63.1700000,22606971
20060519,000000,63.2600000,64.8800000,62.8200000,64.4800000,33238426
20060522,000000,63.9100000,63.9900000,62.7700000,63.3700000,24131570
20060523,000000,64.8600000,65.1900000,63.0000000,63.0100000,23169213
20060524,000000,62.9900000,63.6500000,61.5600000,63.3300000,30863498
20060525,000000,64.2600000,64.4500000,63.2900000,64.3500000,15501863
20060526,000000,64.3100000,64.5600000,63.1400000,63.6000000,14395511
20060530,000000,63.2900000,63.3000000,61.2200000,61.2200000,18951765
20060531,000000,61.7550000,61.7900000,58.6900000,59.5900000,42574978
20060601,000000,59.9100000,62.2800000,59.5200000,62.1600000,32267166
20060602,000000,62.9900000,63.1000000,60.8800000,61.6600000,23400844
20060605,000000,61.1500000,61.1500000,59.9700000,60.0100000,20458661
20060606,000000,60.2200000,60.6300000,58.9100000,59.7300000,25131953
20060607,000000,60.1000000,60.4000000,58.3500000,58.5400000,25917345
20060608,000000,58.4400000,60.9300000,57.1500000,60.7700000,48579009
20060609,000000,61.1800000,61.5600000,59.1000000,59.2300000,26843111
20060612,000000,59.4000000,59.7300000,56.9600000,57.0100000,24686460
20060613,000000,57.6100000,59.1000000,57.3600000,58.2800000,37069762
20060614,000000,58.2800000,58.7800000,56.6900000,57.6000000,30120846
20060615,000000,57.3000000,59.7400000,56.7500000,59.3800000,41117740
20060616,000000,58.9550000,59.1900000,57.5200000,57.5691000,28524577
20060619,000000,57.8300000,58.1800000,57.0000000,57.2300000,23317826
20060620,000000,57.6100000,58.3500000,57.2900000,57.4600000,23173720
20060621,000000,57.7400000,58.7100000,57.3000000,57.8300000,29675145
20060622,000000,58.1900000,59.7500000,58.0700000,59.6300000,33727811
20060623,000000,59.7200000,60.1700000,58.7300000,58.7300000,22171272
20060626,000000,59.1700000,59.2000000,58.3700000,58.9895000,15212825
20060627,000000,59.0900000,59.2200000,57.4200000,57.4300000,17251522
20060628,000000,57.2900000,57.3000000,55.4100000,56.0230000,28161560
20060629,000000,56.7600000,59.0800000,56.3900000,59.0300000,26495850
20060630,000000,57.5900000,57.7500000,56.5000000,57.2700000,22532636
20060703,000000,57.5200000,58.1800000,57.3400000,57.9600000,6623221
20060705,000000,57.1300000,57.6000000,56.5600000,57.0000000,17109011
20060706,000000,57.1300000,57.3700000,55.6100000,55.7700000,20672544
20060707,000000,55.4800000,56.5500000,54.6700000,55.4400000,26632397
20060710,000000,55.7000000,56.4900000,54.5000000,54.9900000,18700319
20060711,000000,55.1100000,55.9900000,54.5300000,55.6300000,28565546
20060712,000000,55.1600000,55.2400000,52.9500000,52.9700000,31903898
20060713,000000,52.0700000,54.1200000,51.4100000,52.2100000,43188748
20060714,000000,52.6600000,52.8900000,50.1800000,50.5500000,34813316
20060717,000000,51.7300000,53.1100000,51.6500000,52.3000000,33050669
20060718,000000,53.1550000,53.8500000,51.8500000,52.9800000,32267271
20060719,000000,52.9600000,55.0800000,52.3600000,54.1100000,35585288
20060720,000000,60.9600000,61.4000000,59.7200000,60.5240000,59052268
20060721,000000,59.8200000,61.1500000,59.7000000,60.7500000,27921738
20060724,000000,61.2600000,62.1000000,60.4300000,61.4800000,23478533
